index,Region/Country/Area,Year,Series,Value,Footnotes,Source
202,Sub-Saharan Africa,2019,Employment by industry: Agriculture (%) Male and Female,56.72,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
202,Sub-Saharan Africa,2019,Employment by industry: Industry (%) Male and Female,11.11,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
202,Sub-Saharan Africa,2019,Employment by industry: Services (%) Male and Female,32.17,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
202,Sub-Saharan Africa,2019,Employment by industry: Agriculture (%) Male,57.02,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
202,Sub-Saharan Africa,2019,Employment by industry: Industry (%) Male,13.52,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
202,Sub-Saharan Africa,2019,Employment by industry: Services (%) Male,29.46,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
202,Sub-Saharan Africa,2019,Employment by industry: Agriculture (%) Female,56.38,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
202,Sub-Saharan Africa,2019,Employment by industry: Industry (%) Female,8.36,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
202,Sub-Saharan Africa,2019,Employment by industry: Services (%) Female,35.26,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2005,Employment by industry: Agriculture (%) Male and Female,74.48,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2005,Employment by industry: Industry (%) Male and Female,7.19,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2005,Employment by industry: Services (%) Male and Female,18.33,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2005,Employment by industry: Agriculture (%) Male,71.81,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2005,Employment by industry: Industry (%) Male,8.77,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2005,Employment by industry: Services (%) Male,19.42,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2005,Employment by industry: Agriculture (%) Female,77.46,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2005,Employment by industry: Industry (%) Female,5.42,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2005,Employment by industry: Services (%) Female,17.12,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2010,Employment by industry: Agriculture (%) Male and Female,71.17,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2010,Employment by industry: Industry (%) Male and Female,7.62,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2010,Employment by industry: Services (%) Male and Female,21.21,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2010,Employment by industry: Agriculture (%) Male,69.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2010,Employment by industry: Industry (%) Male,9.48,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2010,Employment by industry: Services (%) Male,21.42,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2010,Employment by industry: Agriculture (%) Female,73.49,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2010,Employment by industry: Industry (%) Female,5.54,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2010,Employment by industry: Services (%) Female,20.98,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2015,Employment by industry: Agriculture (%) Male and Female,67.43,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2015,Employment by industry: Industry (%) Male and Female,8.7,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2015,Employment by industry: Services (%) Male and Female,23.88,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2015,Employment by industry: Agriculture (%) Male,66.18,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2015,Employment by industry: Industry (%) Male,10.9,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2015,Employment by industry: Services (%) Male,22.93,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2015,Employment by industry: Agriculture (%) Female,68.81,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2015,Employment by industry: Industry (%) Female,6.26,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2015,Employment by industry: Services (%) Female,24.93,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2019,Employment by industry: Agriculture (%) Male and Female,65.67,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2019,Employment by industry: Industry (%) Male and Female,9.1,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2019,Employment by industry: Services (%) Male and Female,25.23,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2019,Employment by industry: Agriculture (%) Male,64.6,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2019,Employment by industry: Industry (%) Male,11.59,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2019,Employment by industry: Services (%) Male,23.81,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2019,Employment by industry: Agriculture (%) Female,66.84,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2019,Employment by industry: Industry (%) Female,6.34,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
14,Eastern Africa,2019,Employment by industry: Services (%) Female,26.82,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
17,Middle Africa,2005,Employment by industry: Agriculture (%) Male and Female,70.75,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
